Vintage;Country;County;Points;Price;Province
01/01/2010;France;Bourgogne Hautes Côtes de Beaune;86;22;Burgundy
01/01/2010;Italy;Soave Classico;87;18;Veneto
01/01/2010;Italy;Ghemme;91;52;Piedmont
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;88;26;Veneto
01/01/2010;Italy;Alta Langa;89;30;Piedmont
01/01/2010;Italy;Vino Nobile di Montepulciano;87;46;Tuscany
01/01/2010;Italy;Barbera d Asti Superiore;86;45;Piedmont
01/01/2010;France;Condrieu;93;100;Rhône Valley
01/01/2010;Italy;Brunello di Montalcino;89;130;Tuscany
01/01/2010;Italy;Sicilia;87;10;Sicily & Sardinia
01/01/2010;Italy;Barolo;96;210;Piedmont
01/01/2010;Italy;Soave;87;10;Veneto
01/01/2010;France;Alsace;86;28;Alsace
01/01/2010;France;Pouilly Fuissé;91;55;Burgundy
01/01/2010;Italy;Chianti Classico;90;42;Tuscany
01/01/2010;France;Saint Aubin;89;48;Burgundy
01/01/2010;France;Champagne;95;80;Champagne
01/01/2010;France;Alsace;90;57;Alsace
01/01/2010;Italy;Toscana;90;60;Tuscany
01/01/2010;France;Cornas;91;85;Rhône Valley
01/01/2010;Italy;Cortona;90;55;Tuscany
01/01/2010;Italy;Etna;92;50;Sicily & Sardinia
01/01/2010;France;Champagne;93;70;Champagne
01/01/2010;France;Montagne Saint Émilion;89;17;Bordeaux
01/01/2010;Italy;Barolo;89;250;Piedmont
01/01/2010;Italy;Bolgheri;90;23;Tuscany
01/01/2010;France;Cadillac Côtes de Bordeaux;83;38;Bordeaux
01/01/2010;France;Champagne;94;86;Champagne
01/01/2010;Italy;Barolo;88;99;Piedmont
01/01/2010;Italy;Barolo;94;80;Piedmont
01/01/2010;France;Meursault;92;66;Burgundy
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;88;18;Veneto
01/01/2010;Italy;Amarone della Valpolicella;93;67;Veneto
01/01/2010;France;Pays d Oc;88;13;Languedoc Roussillon
01/01/2010;Italy;Barbaresco;94;66;Piedmont
01/01/2010;France;Hermitage;95;120;Rhône Valley
01/01/2010;Italy;Val di Cornia Suvereto;89;55;Tuscany
01/01/2010;Italy;Toscana;88;65;Tuscany
01/01/2010;Italy;Barolo;87;48;Piedmont
01/01/2010;France;Chablis;92;81;Burgundy
01/01/2010;Italy;Irpinia;87;13;Southern Italy
01/01/2010;Italy;Chianti;90;29;Tuscany
01/01/2010;France;Sancerre;91;22;Loire Valley
01/01/2010;France;Alsace;93;24;Alsace
01/01/2010;France;Brouilly;87;20;Beaujolais
01/01/2010;France;Alsace;89;16;Alsace
01/01/2010;Italy;Sicilia;85;10;Sicily & Sardinia
01/01/2010;France;Puligny Montrachet;92;84;Burgundy
01/01/2010;Italy;Brunello di Montalcino;92;58;Tuscany
01/01/2010;France;Vin de Pays des Alpilles;91;40;Provence
01/01/2010;Italy;Amarone della Valpolicella;86;45;Veneto
01/01/2010;France;Blaye Côtes de Bordeaux;83;20;Bordeaux
01/01/2010;Italy;Valpolicella;86;14;Veneto
01/01/2010;Italy;Colli Orientali del Friuli;87;16;Northeastern Italy
01/01/2010;Italy;Amarone della Valpolicella;90;69;Veneto
01/01/2010;France;Pays d Oc;85;8;Languedoc Roussillon
01/01/2010;Italy;Bolgheri;87;19;Tuscany
01/01/2010;Italy;Sicilia;87;21;Sicily & Sardinia
01/01/2010;Italy;Alto Adige;88;28;Northeastern Italy
01/01/2010;Italy;Chianti Classico;84;30;Tuscany
01/01/2010;France;Volnay;89;79;Burgundy
01/01/2010;Italy;Prosecco;87;17;Veneto
01/01/2010;Italy;Chianti Classico;91;40;Tuscany
01/01/2010;France;Santenay;90;47;Burgundy
01/01/2010;Italy;Colli Tortonesi;92;44;Piedmont
01/01/2010;France;Côtes de Bordeaux;87;21;Bordeaux
01/01/2010;France;Mercurey;86;23;Burgundy
01/01/2010;Italy;Soave Classico;86;15;Veneto
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;87;16;Veneto
01/01/2010;Italy;Barolo;89;45;Piedmont
01/01/2010;Italy;Monreale;87;28;Sicily & Sardinia
01/01/2010;France;Côtes de Provence;85;28;Provence
01/01/2010;Italy;Vino Nobile di Montepulciano;91;45;Tuscany
01/01/2010;Italy;Chianti Classico;89;37;Tuscany
01/01/2010;Italy;Lessini Durello;91;42;Veneto
01/01/2010;Italy;Barolo;86;70;Piedmont
01/01/2010;France;Lalande de Pomerol;91;70;Bordeaux
01/01/2010;Italy;Toscana;94;36;Tuscany
01/01/2010;France;Mercurey;89;28;Burgundy
01/01/2010;France;Quarts de Chaume;93;55;Loire Valley
01/01/2010;France;Alsace;90;30;Alsace
01/01/2010;Italy;Salice Salentino;87;10;Southern Italy
01/01/2010;France;Meursault;92;105;Burgundy
01/01/2010;Italy;Chianti Classico;89;17;Tuscany
01/01/2010;Italy;Rosso Piceno;86;14;Central Italy
01/01/2010;Italy;Chianti Classico;93;45;Tuscany
01/01/2010;Italy;Chianti Classico;87;42;Tuscany
01/01/2010;France;Cahors;89;20;Southwest France
01/01/2010;Italy;Prosecco;86;18;Veneto
01/01/2010;Italy;Brunello di Montalcino;94;90;Tuscany
01/01/2010;Italy;Chianti Classico;88;65;Tuscany
01/01/2010;Italy;Toscana;89;49;Tuscany
01/01/2010;France;Muscadet Sèvre et Maine;91;28;Loire Valley
01/01/2010;France;Pernand Vergelesses;92;53;Burgundy
01/01/2010;France;Champagne;94;60;Champagne
01/01/2010;France;Chassagne Montrachet;91;90;Burgundy
01/01/2010;France;Côtes de Provence;88;12;Provence
01/01/2010;France;Arbois;89;26;France Other
01/01/2010;France;Saint Véran;86;18;Burgundy
01/01/2010;France;Sancerre;92;25;Loire Valley
01/01/2010;Italy;Montefalco Rosso;87;30;Central Italy
01/01/2010;Italy;Lazio;85;14;Central Italy
01/01/2010;Italy;Taurasi;92;40;Southern Italy
01/01/2010;France;Côtes du Tarn;88;16;Southwest France
01/01/2010;France;Madiran;96;160;Southwest France
01/01/2010;Italy;Franciacorta;93;75;Lombardy
01/01/2010;Italy;Veneto;87;15;Veneto
01/01/2010;France;Alsace;93;25;Alsace
01/01/2010;Italy;Collio;88;23;Northeastern Italy
01/01/2010;Italy;Sicilia;89;32;Sicily & Sardinia
01/01/2010;Italy;Barolo;94;60;Piedmont
01/01/2010;Italy;Sicilia;86;14;Sicily & Sardinia
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;87;15;Veneto
01/01/2010;France;Châteauneuf du Pape;93;100;Rhône Valley
01/01/2010;Italy;Sicilia;87;15;Sicily & Sardinia
01/01/2010;France;Champagne;92;87;Champagne
01/01/2010;Italy;Barbaresco;95;55;Piedmont
01/01/2010;Italy;Barolo;93;70;Piedmont
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;88;20;Veneto
01/01/2010;France;Bordeaux Supérieur;86;35;Bordeaux
01/01/2010;France;Vouvray;92;20;Loire Valley
01/01/2010;France;Bergerac Sec;88;45;Southwest France
01/01/2010;France;Coteaux du Languedoc;88;29;Languedoc Roussillon
01/01/2010;Italy;Chianti Classico;94;40;Tuscany
01/01/2010;Italy;Toscana;89;47;Tuscany
01/01/2010;Italy;Vino Nobile di Montepulciano;89;56;Tuscany
01/01/2010;France;Alsace;92;37;Alsace
01/01/2010;France;Condrieu;94;140;Rhône Valley
01/01/2010;Italy;Sardinia;88;15;Sicily & Sardinia
01/01/2010;Italy;Salento;87;14;Southern Italy
01/01/2010;France;Côtes du Rhône;87;14;Rhône Valley
01/01/2010;France;Sancerre;93;100;Loire Valley
01/01/2010;Italy;Maremma Toscana;88;65;Tuscany
01/01/2010;France;Chablis;91;45;Burgundy
01/01/2010;Italy;Toscana;88;18;Tuscany
01/01/2010;Italy;Lessini Durello;88;42;Veneto
01/01/2010;France;Alsace;92;34;Alsace
01/01/2010;Italy;Brunello di Montalcino;93;120;Tuscany
01/01/2010;France;Sancerre;86;26;Loire Valley
01/01/2010;Italy;Barolo;92;92;Piedmont
01/01/2010;France;Chinon;93;30;Loire Valley
01/01/2010;Italy;Toscana;86;110;Tuscany
01/01/2010;Italy;Etna;93;40;Sicily & Sardinia
01/01/2010;Italy;Trento;94;67;Northeastern Italy
01/01/2010;Italy;Barolo;93;50;Piedmont
01/01/2010;Italy;Valpolicella;86;13;Veneto
01/01/2010;Italy;Toscana;89;30;Tuscany
01/01/2010;Italy;Sicilia;88;17;Sicily & Sardinia
01/01/2010;France;Côtes du Rhône;88;19;Rhône Valley
01/01/2010;Italy;Sicilia;92;50;Sicily & Sardinia
01/01/2010;Italy;Piedmont;86;13;Piedmont
01/01/2010;Italy;Franciacorta;89;35;Lombardy
01/01/2010;France;Pessac Léognan;92;100;Bordeaux
01/01/2010;Italy;Brunello di Montalcino;93;125;Tuscany
01/01/2010;France;Morgon;89;18;Beaujolais
01/01/2010;France;Champagne;91;70;Champagne
01/01/2010;Italy;Sicilia;86;32;Sicily & Sardinia
01/01/2010;France;Beaune;92;74;Burgundy
01/01/2010;Italy;Bolgheri;87;20;Tuscany
01/01/2010;France;Alsace;91;26;Alsace
01/01/2010;France;Crémant d Alsace;93;40;Alsace
01/01/2010;Italy;Etna;91;52;Sicily & Sardinia
01/01/2010;France;Chambolle Musigny;92;72;Burgundy
01/01/2010;Italy;Chianti Classico;89;15;Tuscany
01/01/2010;Italy;Bolgheri;89;20;Tuscany
01/01/2010;Italy;Sangiovese di Romagna Superiore;82;21;Central Italy
01/01/2010;Italy;Brunello di Montalcino;90;135;Tuscany
01/01/2010;France;Castillon Côtes de Bordeaux;90;40;Bordeaux
01/01/2010;Italy;Valpolicella Classico Superiore;86;20;Veneto
01/01/2010;Italy;Sicilia;84;10;Sicily & Sardinia
01/01/2010;Italy;Colli della Toscana Centrale;86;60;Tuscany
01/01/2010;Italy;Trentino;87;13;Northeastern Italy
01/01/2010;Italy;Carema;91;29;Piedmont
01/01/2010;Italy;Roero;86;30;Piedmont
01/01/2010;Italy;Rosso di Montalcino;90;21;Tuscany
01/01/2010;Italy;Bolgheri Sassicaia;97;227;Tuscany
01/01/2010;France;Bordeaux Supérieur;87;15;Bordeaux
01/01/2010;Italy;Sicilia;86;17;Sicily & Sardinia
01/01/2010;Italy;Campania;84;10;Southern Italy
01/01/2010;Italy;Veneto;87;33;Veneto
01/01/2010;Italy;Colli della Toscana Centrale;88;42;Tuscany
01/01/2010;France;Alsace;92;30;Alsace
01/01/2010;Italy;Barbaresco;90;50;Piedmont
01/01/2010;Italy;Barolo;87;50;Piedmont
01/01/2010;France;Alsace;92;62;Alsace
01/01/2010;France;Alsace;86;16;Alsace
01/01/2010;Italy;Toscana;85;9;Tuscany
01/01/2010;Italy;Montefalco Sagrantino;88;77;Central Italy
01/01/2010;Italy;Brunello di Montalcino;93;80;Tuscany
01/01/2010;France;Chablis;90;40;Burgundy
01/01/2010;France;Bordeaux;86;13;Bordeaux
01/01/2010;Italy;Barolo;91;90;Piedmont
01/01/2010;Italy;Barolo;95;123;Piedmont
01/01/2010;Italy;Calabria;90;28;Southern Italy
01/01/2010;Italy;Chianti Classico;95;45;Tuscany
01/01/2010;Italy;Vino Spumante;91;50;Italy Other
01/01/2010;Italy;Umbria;88;13;Central Italy
01/01/2010;Italy;Barbera d Alba;85;37;Piedmont
01/01/2010;France;Pays d Oc;85;11;Languedoc Roussillon
01/01/2010;France;Saint Estèphe;91;30;Bordeaux
01/01/2010;Italy;Vino Nobile di Montepulciano;87;30;Tuscany
01/01/2010;Italy;Valpolicella Classico Superiore;88;25;Veneto
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;87;18;Veneto
01/01/2010;Italy;Sicilia;92;30;Sicily & Sardinia
01/01/2010;Italy;Sicilia;86;21;Sicily & Sardinia
01/01/2010;France;Vouvray;87;15;Loire Valley
01/01/2010;Italy;Barolo;90;56;Piedmont
01/01/2010;France;Hermitage;94;140;Rhône Valley
01/01/2010;Italy;Orvieto Classico Superiore;88;50;Central Italy
01/01/2010;France;Vin de Pays Var;84;11;Provence
01/01/2010;France;Bergerac;86;15;Southwest France
01/01/2010;France;Chinon;90;20;Loire Valley
01/01/2010;France;Pouilly Fuissé;86;20;Burgundy
01/01/2010;Italy;Chianti Classico;90;25;Tuscany
01/01/2010;Italy;Valpolicella Classico Superiore Ripasso;88;20;Veneto
01/01/2010;Italy;Montefalco Sagrantino;89;35;Central Italy
01/01/2010;Italy;Isola dei Nuraghi;90;35;Sicily & Sardinia
01/01/2010;France;Chinon;93;52;Loire Valley
01/01/2010;France;Sancerre;91;45;Loire Valley
01/01/2010;Italy;Barbaresco;85;40;Piedmont
01/01/2010;Italy;Sforzato di Valtellina;90;51;Lombardy
01/01/2010;France;Fronton;88;14;Southwest France
01/01/2010;France;Givry;85;22;Burgundy
01/01/2010;France;Vouvray;93;35;Loire Valley
01/01/2010;Italy;Barolo;94;42;Piedmont
01/01/2010;Italy;Amarone della Valpolicella Classico;89;45;Veneto
01/01/2010;Italy;Barolo;87;60;Piedmont
01/01/2010;Italy;Toscana;86;11;Tuscany
01/01/2010;France;Fronton;90;25;Southwest France
01/01/2010;Italy;Chianti Classico;94;79;Tuscany
01/01/2010;Italy;Moscato d Asti;86;16;Piedmont
01/01/2010;Italy;Bolgheri;93;170;Tuscany
01/01/2010;Italy;Toscana;88;164;Tuscany
01/01/2010;Italy;Chianti Classico;94;60;Tuscany
01/01/2010;Italy;Chianti;86;23;Tuscany
01/01/2010;Italy;Oltrepò Pavese;88;19;Lombardy
01/01/2010;Italy;Chianti Classico;88;50;Tuscany
01/01/2010;France;Cahors;91;25;Southwest France
01/01/2010;France;Minervois La Liviniere;91;75;Languedoc Roussillon
01/01/2010;France;Bordeaux;85;16;Bordeaux
01/01/2010;France;Alsace;88;12;Alsace
01/01/2010;Italy;Colli Orientali del Friuli;88;36;Northeastern Italy
01/01/2010;France;Brouilly;88;25;Beaujolais
01/01/2010;France;Champagne;89;72;Champagne
01/01/2010;Italy;Toscana;91;35;Tuscany
01/01/2010;Italy;Chianti Classico;89;14;Tuscany
01/01/2010;France;Meursault;88;56;Burgundy
01/01/2010;Italy;Toscana;88;25;Tuscany
01/01/2010;Italy;Veneto;85;10;Veneto
01/01/2010;France;Mercurey;86;24;Burgundy
01/01/2010;Italy;Prosecco;85;15;Veneto
01/01/2010;Italy;Toscana;95;62;Tuscany
01/01/2010;France;Castillon Côtes de Bordeaux;88;17;Bordeaux
01/01/2010;Italy;Chianti Classico;87;45;Tuscany
01/01/2010;Italy;Barbaresco;93;45;Piedmont
01/01/2010;France;Bordeaux Supérieur;87;12;Bordeaux
01/01/2010;Italy;Prosecco;83;13;Veneto
01/01/2010;Italy;Sicilia;87;17;Sicily & Sardinia
01/01/2010;Italy;Valpolicella Ripasso;87;16;Veneto
01/01/2010;Italy;Brunello di Montalcino;94;94;Tuscany
01/01/2010;Italy;Sicilia;89;28;Sicily & Sardinia
01/01/2010;France;Bordeaux;86;13;Bordeaux
01/01/2010;Italy;Chianti Classico;87;29;Tuscany
01/01/2010;France;Mercurey;90;40;Burgundy
01/01/2010;France;Rosé d Anjou;83;13;Loire Valley
01/01/2010;France;Saint Nicolas de Bourgueil;90;30;Loire Valley
01/01/2010;France;Santenay;87;41;Burgundy
01/01/2010;France;Saumur Champigny;91;40;Loire Valley
01/01/2010;Italy;Alto Adige;90;20;Northeastern Italy
01/01/2010;France;Pouilly Fumé;91;26;Loire Valley
01/01/2010;Italy;Salento;88;15;Southern Italy
01/01/2010;France;Saint Aubin;90;45;Burgundy
01/01/2010;Italy;Chianti Classico;88;28;Tuscany
01/01/2010;Italy;Conegliano Valdobbiadene Prosecco Superiore;88;26;Veneto
01/01/2010;France;Morey Saint Denis;91;94;Burgundy
01/01/2010;Italy;Valtellina Superiore;89;24;Lombardy
01/01/2010;France;Chinon;91;20;Loire Valley
01/01/2010;Italy;Sangiovese di Romagna Superiore;84;20;Central Italy
01/01/2010;Italy;Brunello di Montalcino;90;75;Tuscany
01/01/2010;France;Chinon;90;23;Loire Valley
01/01/2010;Italy;Toscana;87;24;Tuscany
01/01/2010;France;Alsace;90;35;Alsace
01/01/2010;France;Pays d Oc;87;10;Languedoc Roussillon
01/01/2010;Italy;Valdobbiadene Superiore di Cartizze;91;30;Veneto
01/01/2010;Italy;Conegliano Valdobbiadene Prosecco Superiore;88;30;Veneto
01/01/2010;Italy;Valpolicella Classico;83;15;Veneto
01/01/2010;Italy;Chianti Classico;89;30;Tuscany
01/01/2010;France;Chablis;92;70;Burgundy
01/01/2010;France;Chablis;91;35;Burgundy
01/01/2010;Italy;Barolo;94;70;Piedmont
01/01/2010;Italy;Bolgheri;88;65;Tuscany
01/01/2010;Italy;Montefalco Sagrantino;96;80;Central Italy
01/01/2010;Italy;Valpolicella Ripasso;86;17;Veneto
01/01/2010;Italy;Toscana;88;25;Tuscany
01/01/2010;France;Alsace;93;45;Alsace
01/01/2010;France;Sauternes;91;35;Bordeaux
01/01/2010;Italy;Vermentino di Sardegna;87;30;Sicily & Sardinia
01/01/2010;France;Ventoux;87;15;Rhône Valley
01/01/2010;Italy;Alto Adige;88;38;Northeastern Italy
01/01/2010;France;Champagne;93;80;Champagne
01/01/2010;Italy;Barolo;91;50;Piedmont
01/01/2010;Italy;Barolo;95;60;Piedmont
01/01/2010;France;Champagne;93;70;Champagne
01/01/2010;Italy;Barolo;97;100;Piedmont
01/01/2010;France;Chablis;94;46;Burgundy
01/01/2010;Italy;Sicilia;87;13;Sicily & Sardinia
01/01/2010;Italy;Ruché di Castagnole Monferrato;87;22;Piedmont
01/01/2010;France;Cadillac Côtes de Bordeaux;83;22;Bordeaux
01/01/2010;France;Irrouléguy;88;24;Southwest France
01/01/2010;Italy;Chianti Classico;92;50;Tuscany
01/01/2010;France;Bordeaux Supérieur;87;30;Bordeaux
01/01/2010;Italy;Rosso Piceno;86;15;Central Italy
01/01/2010;France;Blaye Côtes de Bordeaux;90;25;Bordeaux
01/01/2010;Italy;Sicilia;86;8;Sicily & Sardinia
01/01/2010;France;Maranges;88;46;Burgundy
01/01/2010;Italy;Montepulciano d Abruzzo;86;16;Central Italy
01/01/2010;Italy;Venezia Giulia;85;10;Northeastern Italy
01/01/2010;Italy;Sicilia;87;12;Sicily & Sardinia
01/01/2010;France;Nuits St. Georges;92;120;Burgundy
01/01/2010;Italy;Gattinara;91;128;Piedmont
01/01/2010;Italy;Toscana;97;130;Tuscany
01/01/2010;France;Côte Rôtie;91;80;Rhône Valley
01/01/2010;France;Cadillac Côtes de Bordeaux;90;35;Bordeaux
01/01/2010;France;Côtes de Duras;88;48;Southwest France
01/01/2010;Italy;Menfi;87;22;Sicily & Sardinia
01/01/2010;Italy;Sicilia;87;9;Sicily & Sardinia
01/01/2010;France;Bourgogne;88;26;Burgundy
01/01/2010;Italy;Terre di Chieti;84;17;Central Italy
01/01/2010;France;Muscadet Sèvre et Maine;90;16;Loire Valley
01/01/2010;Italy;Sicilia;85;16;Sicily & Sardinia
01/01/2010;Italy;Chianti Classico;90;27;Tuscany
01/01/2010;Italy;Barolo;94;50;Piedmont
01/01/2010;Italy;Prosecco;85;15;Veneto
01/01/2010;Italy;Pompeiano;84;28;Southern Italy
01/01/2010;Italy;Toscana;88;18;Tuscany
01/01/2010;France;Fronton;86;14;Southwest France
01/01/2010;Italy;Veneto;90;44;Veneto
01/01/2010;Italy;Toscana;88;25;Tuscany
01/01/2010;Italy;Vino Nobile di Montepulciano;93;50;Tuscany
01/01/2010;Italy;Umbria;89;50;Central Italy
01/01/2010;Italy;Etna;89;25;Sicily & Sardinia
01/01/2010;Italy;Barolo;86;55;Piedmont
01/01/2010;France;Chablis;91;54;Burgundy
01/01/2010;Italy;Soave Classico;86;13;Veneto
01/01/2010;France;Fronsac;91;60;Bordeaux
01/01/2010;Italy;Barbaresco;87;50;Piedmont
01/01/2010;France;Cahors;87;17;Southwest France
01/01/2010;France;Muscadet Sèvre et Maine;84;13;Loire Valley
01/01/2010;Italy;Maremma Toscana;88;20;Tuscany
01/01/2010;France;Hautes Côtes de Nuits;87;20;Burgundy
01/01/2010;Italy;Toscana;91;90;Tuscany
01/01/2010;France;Saint Véran;89;31;Burgundy
01/01/2010;Italy;Veronese;90;27;Veneto
01/01/2010;Italy;Montecucco;88;25;Tuscany
01/01/2010;Italy;Soave;90;20;Veneto
01/01/2010;France;Chassagne Montrachet;93;94;Burgundy
01/01/2010;France;Jurançon Sec;92;18;Southwest France
01/01/2010;France;Muscadet Sèvre et Maine;92;19;Loire Valley
01/01/2010;Italy;Valtellina Superiore;87;40;Lombardy
01/01/2010;Italy;Basilicata;86;30;Southern Italy
01/01/2010;France;Côtes de Provence;89;20;Provence
01/01/2010;Italy;Barolo;94;78;Piedmont
01/01/2010;France;Juliénas;84;15;Beaujolais
01/01/2010;Italy;Bolgheri;91;30;Tuscany
01/01/2010;Italy;Maremma Toscana;90;18;Tuscany
01/01/2010;France;Saint Nicolas de Bourgueil;90;40;Loire Valley
01/01/2010;France;Sauternes;92;40;Bordeaux
01/01/2010;France;Alsace;87;18;Alsace
01/01/2010;Italy;Verdicchio di Matelica;86;25;Central Italy
01/01/2010;Italy;Soave;86;10;Veneto
01/01/2010;Italy;Morellino di Scansano;87;25;Tuscany
01/01/2011;Italy;Toscana;90;115;Tuscany
01/01/2011;Italy;Toscana;84;65;Tuscany
01/01/2011;France;Gevrey Chambertin;92;50;Burgundy
01/01/2011;France;Gevrey Chambertin;94;95;Burgundy
01/01/2011;Italy;Franciacorta;86;54;Lombardy
01/01/2011;Italy;Brunello di Montalcino;94;95;Tuscany
01/01/2011;France;Beaune;93;60;Burgundy
01/01/2011;Italy;Umbria;87;15;Central Italy
01/01/2011;France;Alsace;95;60;Alsace
01/01/2011;Italy;Vernaccia di San Gimignano;87;20;Tuscany
01/01/2011;France;Corton;92;140;Burgundy
01/01/2011;France;Montagny;85;21;Burgundy
01/01/2011;France;Alsace;93;45;Alsace
01/01/2011;Italy;Albana di Romagna;87;14;Central Italy
01/01/2011;Italy;Soave Classico;86;29;Veneto
01/01/2011;France;Saint Joseph;92;49;Rhône Valley
01/01/2011;Italy;Toscana;87;20;Tuscany
01/01/2011;Italy;Greco di Tufo;89;30;Southern Italy
01/01/2011;Italy;Barbaresco;85;48;Piedmont
01/01/2011;France;Pacherenc du Vic Bilh;92;33;Southwest France
01/01/2011;France;Meursault;90;85;Burgundy
01/01/2011;Italy;Barolo;89;50;Piedmont
01/01/2011;France;Castillon Côtes de Bordeaux;86;25;Bordeaux
01/01/2011;Italy;Fiano di Avellino;88;30;Southern Italy
01/01/2011;France;Margaux;89;60;Bordeaux
01/01/2011;France;Bordeaux;87;14;Bordeaux
01/01/2011;Italy;Chianti Classico;87;37;Tuscany
01/01/2011;France;Champagne;93;55;Champagne
01/01/2011;France;Cornas;93;85;Rhône Valley
01/01/2011;Italy;Bolgheri;87;64;Tuscany
01/01/2011;France;Coteaux du Lyonnais;85;18;Beaujolais
01/01/2011;France;Beaujolais;83;12;Beaujolais
01/01/2011;Italy;Morellino di Scansano;88;17;Tuscany
01/01/2011;Italy;Vermentino di Sardegna;88;33;Sicily & Sardinia
01/01/2011;France;Cornas;92;85;Rhône Valley
01/01/2011;France;Châteauneuf du Pape;93;70;Rhône Valley
01/01/2011;Italy;Conegliano Valdobbiadene Prosecco Superiore;88;28;Veneto
01/01/2011;France;Beaujolais Villages;87;10;Beaujolais
01/01/2011;France;Côtes de Provence;84;15;Provence
01/01/2011;Italy;Prosecco di Conegliano e Valdobbiadene;90;48;Veneto
01/01/2011;Italy;Conegliano Valdobbiadene Prosecco Superiore;86;19;Veneto
01/01/2011;France;Cornas;92;85;Rhône Valley
01/01/2011;Italy;Toscana;87;20;Tuscany
01/01/2011;Italy;Barolo;95;125;Piedmont
01/01/2011;Italy;Terre del Volturno;87;57;Southern Italy
01/01/2011;France;Castillon Côtes de Bordeaux;86;20;Bordeaux
01/01/2011;Italy;Alto Adige;87;35;Northeastern Italy
01/01/2011;Italy;Nebbiolo d Alba;89;40;Piedmont
01/01/2011;France;Limoux;91;80;Languedoc Roussillon
